"","ID","Sex","Partner.ID","Match","Interest.Correlation","Same.Race","Age.of.Partner","Race.of.Partner","Preference.of.Partner.Attract","Preference.of.Partner.Sincerity","Preference.of.Partner.Intelligence","Preference.of.Partner.Fun","Preference.of.Partner.Ambition","Preference.of.Partner.Shared.Interest","Decision.of.Partner","Rating.from.Partner.Attract","Rating.from.Partner.Sincerity","Rating.from.Partner.Intelligence","Rating.from.Partner.Fun","Rating.from.Partner.Ambition","Rating.from.Partner.Shared.Interest","Overall.Like","Assumed.Match.Probability","Met.Before","Age","Field","Race","Importance.Same.Race","Importance.Same.Religion","Origin","Zipcode","Income","Date.Frequency","Go.Out.Frequency","Sports","Art","Gaming","Clubbing","Yoga","Expected.Happiness","Expected.Matches","Attractiveness.1","Sincerity.1","Intelligence.1","Fun.1","Ambition.1","Shared.Interest.1","Attractiveness.2","Sincerity.2","Intelligence.2","Fun.2","Ambition.2","Shared.Interest.2","Attractiveness.3","Sincerity.3","Intelligence.3","Fun.3","Ambition.3","Shared.Interest.3","Attractiveness.4","Sincerity.4","Intelligence.4","Fun.4","Ambition.4","Attractiveness.5","Sincerity.5","Intelligence.5","Fun.5","Ambition.5","Final.Decision","Final.Attractiveness.Rating","Final.Sincerity.Rating"
"5164",348,"Female",374,"No",-0.06,"Yes",30,"Asian/Pacific Islander/Asian-American",50,10,10,10,5,15,0,5,6,5,5,4,4,6,5,2,21,"EDUCATION","Asian/Pacific Islander/Asian-American",3,3,"CALIFORNIA","92,683","41,778.00",6,1,3,10,1,9,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,10
"5165",348,"Female",375,"No",0.24,"No",27,"European/Caucasian American",30,20,15,15,8,12,0,3,6,6,5,5,3,3,6,2,21,"EDUCATION","Asian/Pacific Islander/Asian-American",3,3,"CALIFORNIA","92,683","41,778.00",6,1,3,10,1,9,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,9,9
"5166",348,"Female",376,"No",0.19,"Yes",25,"Asian/Pacific Islander/Asian-American",30,10,15,20,15,10,0,5,9,7,6,6,6,5,7,2,21,"EDUCATION","Asian/Pacific Islander/Asian-American",3,3,"CALIFORNIA","92,683","41,778.00",6,1,3,10,1,9,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,7,8
"5167",348,"Female",377,"No",-0.07,"Yes",26,"Asian/Pacific Islander/Asian-American",25,20,10,20,15,10,0,5,9,8,9,8,6,5,6,2,21,"EDUCATION","Asian/Pacific Islander/Asian-American",3,3,"CALIFORNIA","92,683","41,778.00",6,1,3,10,1,9,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,8,8
"5168",348,"Female",378,"No",-0.04,"No",29,"European/Caucasian American",25,15,20,20,10,10,0,4,8,8,8,7,4,8,7,2,21,"EDUCATION","Asian/Pacific Islander/Asian-American",3,3,"CALIFORNIA","92,683","41,778.00",6,1,3,10,1,9,5,5,NA,15,25,15,15,15,15,25,15,15,15,15,15,25,15,15,15,15,15,6,10,10,10,10,5,8,8,8,8,1,8,9
"5169",349,"Female",361,"No",0.5,"Yes",34,"European/Caucasian American",30,20,30,5,5,10,0,10,10,10,10,10,9,10,8,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,2,8
"5170",349,"Female",362,"Yes",0.08,"Yes",30,"European/Caucasian American",20.51,14.53,24.79,17.09,5.98,17.09,1,8,8,8,9,8,8,8,NA,NA,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,4,7
"5171",349,"Female",363,"No",0.48,"No",23,"Asian/Pacific Islander/Asian-American",25,20,20,20,5,10,1,7,8,7,8,8,7,7,5,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,4,8
"5172",349,"Female",364,"No",-0.01,"No",27,"Latino/Hispanic American",25,25,25,15,10,0,1,9,8,9,8,9,6,8,4,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,6
"5173",349,"Female",365,"No",0.45,"Yes",30,"European/Caucasian American",31.58,10.53,15.79,21.05,10.53,10.53,0,7,7,6,5,6,4,6,3,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,6,5
"5174",349,"Female",366,"Yes",0.37,"Yes",27,"European/Caucasian American",14,18,17,16,15,20,1,9,10,8,9,8,9,9,8,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,6,8
"5175",349,"Female",367,"Yes",0.13,"Yes",27,"European/Caucasian American",30,15,20,25,5,5,1,8,7,7,7,7,8,8,6,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,4,8
"5176",349,"Female",368,"Yes",0.08,"No",24,"Other",20,10,25,20,10,15,1,7,8,7,8,8,7,6.5,6,NA,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,4,8
"5177",349,"Female",369,"No",0.46,"Yes",25,"European/Caucasian American",17,18,28,27,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,NA,NA
"5178",349,"Female",370,"No",0.24,"Yes",28,"European/Caucasian American",50,10,10,10,10,10,0,5,6,6,6,5,2,2,4,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,8,6
"5179",349,"Female",371,"Yes",0.01,"Yes",27,"European/Caucasian American",40,0,10,50,0,0,1,8,8,7,7,7,5,7,10,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,7,8
"5180",349,"Female",372,"Yes",0.18,"Yes",27,"European/Caucasian American",30,15,15,20,5,15,1,9,9,9,9,8,NA,9,7,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,7,8
"5181",349,"Female",373,"Yes",0.24,"No",29,"Latino/Hispanic American",75,5,5,10,0,5,1,10,10,10,10,10,10,10,9,1,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,9,8
"5182",349,"Female",374,"No",0.11,"No",30,"Asian/Pacific Islander/Asian-American",50,10,10,10,5,15,1,8,7,6,6,6,6,7,6,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,9
"5183",349,"Female",375,"Yes",-0.17,"Yes",27,"European/Caucasian American",30,20,15,15,8,12,1,10,8,6,8,5,8,7,8,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,1,9,8
"5184",349,"Female",376,"No",0.15,"No",25,"Asian/Pacific Islander/Asian-American",30,10,15,20,15,10,0,10,9,8,7,7,6,8,6,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,6,4
"5185",349,"Female",377,"No",-0.32,"No",26,"Asian/Pacific Islander/Asian-American",25,20,10,20,15,10,1,8,8,8,8,8,5,7,6,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,5,7
"5186",349,"Female",378,"No",0.32,"Yes",29,"European/Caucasian American",25,15,20,20,10,10,0,6,7,6,6,5,3,6,4,2,33,"Organizational Psychology","European/Caucasian American",1,7,"New York","66,614","35,963.00",4,2,2,8,1,6,7,6,NA,25,20,10,20,20,5,15,20,20,10,25,10,50,5,20,30,5,0,7,8,8,9,7,8,7,8,9,9,0,6,6
"5187",350,"Female",361,"No",0.51,"Yes",34,"European/Caucasian American",30,20,30,5,5,10,1,10,10,10,9,8,8,9,9.5,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,9
"5188",350,"Female",362,"No",0.24,"Yes",30,"European/Caucasian American",20.51,14.53,24.79,17.09,5.98,17.09,1,8,8,8,7,7,7,7,7,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,8
"5189",350,"Female",363,"No",0.27,"No",23,"Asian/Pacific Islander/Asian-American",25,20,20,20,5,10,1,7,8,8,8,7,8,8,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,8
"5190",350,"Female",364,"No",0.08,"No",27,"Latino/Hispanic American",25,25,25,15,10,0,0,6,9,9,8,9,7,7,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,8
"5191",350,"Female",365,"No",0.29,"Yes",30,"European/Caucasian American",31.58,10.53,15.79,21.05,10.53,10.53,1,9,6,6,7,6,8,8,7,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,7,8
"5192",350,"Female",366,"Yes",0.02,"Yes",27,"European/Caucasian American",14,18,17,16,15,20,1,8,7,7,8,7,8,8,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,6,9
"5193",350,"Female",367,"No",-0.13,"Yes",27,"European/Caucasian American",30,15,20,25,5,5,1,7,7,6,7,6,6,7,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,6,9
"5194",350,"Female",368,"Yes",0.02,"No",24,"Other",20,10,25,20,10,15,1,7,8,7,8,7,6,6.5,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,6,10
"5195",350,"Female",369,"No",0.18,"Yes",25,"European/Caucasian American",17,18,28,27,5,5,1,8,8,10,9,10,5,6,4,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,1
"5196",350,"Female",370,"No",-0.09,"Yes",28,"European/Caucasian American",50,10,10,10,10,10,0,8,7,7,7,9,6,8,7,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,8,8
"5197",350,"Female",371,"No",0.22,"Yes",27,"European/Caucasian American",40,0,10,50,0,0,1,7,8,7,6,5,5,7,10,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,8,7
"5198",350,"Female",372,"No",0.09,"Yes",27,"European/Caucasian American",30,15,15,20,5,15,1,9,8,7,6,5,5,7,5,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,6,6
"5199",350,"Female",373,"Yes",0,"No",29,"Latino/Hispanic American",75,5,5,10,0,5,1,10,9,9,9,10,9,10,8,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,8,8
"5200",350,"Female",374,"No",0.07,"No",30,"Asian/Pacific Islander/Asian-American",50,10,10,10,5,15,0,6,5,6,7,6,5,5,6,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,6
"5201",350,"Female",375,"No",-0.23,"Yes",27,"European/Caucasian American",30,20,15,15,8,12,1,7,7,8,7,6,6,7,7,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,9,6
"5202",350,"Female",376,"No",0.31,"No",25,"Asian/Pacific Islander/Asian-American",30,10,15,20,15,10,0,6,9,7,4,5,5,5,5,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,6,8
"5203",350,"Female",377,"No",-0.21,"No",26,"Asian/Pacific Islander/Asian-American",25,20,10,20,15,10,0,7,8,9,6,6,4,5,5,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,5
"5204",350,"Female",378,"No",0.25,"Yes",29,"European/Caucasian American",25,15,20,20,10,10,1,8,8,6,8,9,7,7,7,2,31,"Applied Physiology & Nutrition","European/Caucasian American",9,5,"New Jersey","7,760","",7,3,9,8,7,7,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,7,7
"5205",351,"Female",361,"No",0.8,"No",34,"European/Caucasian American",30,20,30,5,5,10,0,5,9,9,5,5,1,5,1,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,NA,NA
"5206",351,"Female",362,"Yes",0.46,"No",30,"European/Caucasian American",20.51,14.53,24.79,17.09,5.98,17.09,1,7,7,8,7,7,7,7,8,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5207",351,"Female",363,"No",0.11,"Yes",23,"Asian/Pacific Islander/Asian-American",25,20,20,20,5,10,0,7,7,6,6,7,6,7,5,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5208",351,"Female",364,"Yes",0.04,"No",27,"Latino/Hispanic American",25,25,25,15,10,0,1,9,9,9,9,9,7,9,7,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,8,8
"5209",351,"Female",365,"No",0.72,"No",30,"European/Caucasian American",31.58,10.53,15.79,21.05,10.53,10.53,0,7,7,6,5,5,4,5,5,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,6,6
"5210",351,"Female",366,"No",0.64,"No",27,"European/Caucasian American",14,18,17,16,15,20,0,6,8,8,6,6,7,7,5,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,8,8
"5211",351,"Female",367,"No",-0.23,"No",27,"European/Caucasian American",30,15,20,25,5,5,0,8,6,5,4,4,4,5,4,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5212",351,"Female",368,"No",0.24,"No",24,"Other",20,10,25,20,10,15,1,8,7,7,7,7,6,6,6,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,7,7
"5213",351,"Female",369,"Yes",0.75,"No",25,"European/Caucasian American",17,18,28,27,5,5,1,6,8,8,4,5,4,4,6,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,8
"5214",351,"Female",370,"No",0.15,"No",28,"European/Caucasian American",50,10,10,10,10,10,0,3,7,7,1,6,1,2,3,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,9,8
"5215",351,"Female",371,"No",0.05,"No",27,"European/Caucasian American",40,0,10,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,3,3
"5216",351,"Female",372,"No",0.43,"No",27,"European/Caucasian American",30,15,15,20,5,15,0,7,9,7,4,4,3,4,4,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5217",351,"Female",373,"Yes",0.09,"No",29,"Latino/Hispanic American",75,5,5,10,0,5,1,9,6,9,9,9,9,8,7,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,9,9
"5218",351,"Female",374,"No",0.25,"Yes",30,"Asian/Pacific Islander/Asian-American",50,10,10,10,5,15,0,7,6,5,5,5,6,7,7,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5219",351,"Female",375,"Yes",-0.2,"No",27,"European/Caucasian American",30,20,15,15,8,12,1,7,6,5,6,6,6,6,5,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,8,8
"5220",351,"Female",376,"No",0.24,"Yes",25,"Asian/Pacific Islander/Asian-American",30,10,15,20,15,10,0,5,9,6,5,6,5,5,7,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7
"5221",351,"Female",377,"No",-0.4,"Yes",26,"Asian/Pacific Islander/Asian-American",25,20,10,20,15,10,0,8,8,8,5,8,4,5,3,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,5,6
"5222",351,"Female",378,"No",0.08,"No",29,"European/Caucasian American",25,15,20,20,10,10,0,8,7,7,6,5,4,8,7,2,35,"music education","Asian/Pacific Islander/Asian-American",1,3,"Taiwan","90,504","",5,4,5,10,2,3,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,5,7
"5223",352,"Female",361,"No",0.41,"No",34,"European/Caucasian American",30,20,30,5,5,10,0,6,10,6,6,6,4,5,2,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,0,6,6
"5224",352,"Female",362,"No",0.18,"No",30,"European/Caucasian American",20.51,14.53,24.79,17.09,5.98,17.09,0,6,8,7,6,6,6,6,8,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,0,6,8
"5225",352,"Female",363,"Yes",0.06,"No",23,"Asian/Pacific Islander/Asian-American",25,20,20,20,5,10,1,8,8,7,7,7,8,8,7,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,6,8
"5226",352,"Female",364,"Yes",0.05,"No",27,"Latino/Hispanic American",25,25,25,15,10,0,1,7,9,9,8,8,7,7,7,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,8,9
"5227",352,"Female",365,"No",0.38,"No",30,"European/Caucasian American",31.58,10.53,15.79,21.05,10.53,10.53,0,4,6,7,4,6,4,4,4,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,8,6
"5228",352,"Female",366,"No",0.2,"No",27,"European/Caucasian American",14,18,17,16,15,20,0,6,8,7,6,5,5,6,6,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,9,8
"5229",352,"Female",367,"No",0.08,"No",27,"European/Caucasian American",30,15,20,25,5,5,0,4,4,4,3,5,4,4,3,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,7,8
"5230",352,"Female",368,"No",-0.09,"Yes",24,"Other",20,10,25,20,10,15,0,7,9,8,7,6,6,6,6,NA,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,8,8
"5231",352,"Female",369,"Yes",0.3,"No",25,"European/Caucasian American",17,18,28,27,5,5,1,7,10,9,6,6,3,6,8,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,7,7
"5232",352,"Female",370,"No",0.16,"No",28,"European/Caucasian American",50,10,10,10,10,10,0,3,8,7,1,5,1,3,2,2,29,"Music Education","Other",6,6,"Taiwan","2,115","",4,3,8,10,4,5,7,9,NA,20,20,20,10,10,20,20,20,20,10,15,15,20,20,15,10,15,20,9,10,9,9,8,9,9,9,8,9,1,9,7
